GeneID	GeneName
leptidea_sinapisG00000005093	uso1
leptidea_sinapisG00000002449	f8a1
leptidea_sinapisG00000001242	riok3
leptidea_sinapisG00000011618	rpl34
leptidea_sinapisG00000008583	bmpr1b
leptidea_sinapisG00000004451	lark
leptidea_sinapisG00000010933	nop16
leptidea_sinapisG00000004992	dpcd
leptidea_sinapisG00000012890	ptp
leptidea_sinapisG00000004243	-
leptidea_sinapisG00000014722	qrfpr
leptidea_sinapisG00000015314	rya-r_3
leptidea_sinapisG00000001662	lca5l
leptidea_sinapisG00000007741	abcb7
leptidea_sinapisG00000001587	ethe1
leptidea_sinapisG00000006159	tbcel
leptidea_sinapisG00000005530	rev1
leptidea_sinapisG00000011855	-
leptidea_sinapisG00000000692	xnp
leptidea_sinapisG00000005502	xnp_2
leptidea_sinapisG00000002108	phb2
leptidea_sinapisG00000014556	-
leptidea_sinapisG00000004586	-
leptidea_sinapisG00000002078	arv1
leptidea_sinapisG00000013226	-
leptidea_sinapisG00000006819	-
leptidea_sinapisG00000002949	-
leptidea_sinapisG00000003225	tmtc1
leptidea_sinapisG00000013978	cg31690
leptidea_sinapisG00000011359	dpgn_3
leptidea_sinapisG00000011934	tryp1_5
leptidea_sinapisG00000011093	tryp3b4gat1
leptidea_sinapisG00000000438	cg7137
leptidea_sinapisG00000011408	helq
leptidea_sinapisG00000004529	-
leptidea_sinapisG00000012987	tnt
leptidea_sinapisG00000005140	copb1
leptidea_sinapisG00000006671	sec61g
leptidea_sinapisG00000012533	gnmt
leptidea_sinapisG00000000821	-
leptidea_sinapisG00000012541	cg9776
leptidea_sinapisG00000007557	ece1
leptidea_sinapisG00000013082	utp11
leptidea_sinapisG00000004638	tmem129
leptidea_sinapisG00000006197	exoc7
leptidea_sinapisG00000009490	-
leptidea_sinapisG00000006221	-
leptidea_sinapisG00000009586	ken
leptidea_sinapisG00000009787	-
leptidea_sinapisG00000012742	apod_3
leptidea_sinapisG00000006824	mfsd6a
leptidea_sinapisG00000009414	bun
leptidea_sinapisG00000010846	buntsc22d4
leptidea_sinapisG00000002647	cog3
leptidea_sinapisG00000014550	pmpcb
leptidea_sinapisG00000015223	slc25a32
leptidea_sinapisG00000005648	-
leptidea_sinapisG00000008910	rab32
leptidea_sinapisG00000012923	st_2
leptidea_sinapisG00000012983	mai-2
leptidea_sinapisG00000000597	lip3
leptidea_sinapisG00000004309	slc22a15slc22a6slc22a3orct
leptidea_sinapisG00000015054	-
leptidea_sinapisG00000012227	orct_8
leptidea_sinapisG00000009009	slc22a5
leptidea_sinapisG00000005329	orct_3
leptidea_sinapisG00000006945	mfsd8
leptidea_sinapisG00000011276	-
leptidea_sinapisG00000004022	-
leptidea_sinapisG00000007477	pfdn2
leptidea_sinapisG00000013148	smu1
leptidea_sinapisG00000012646	cdk2
leptidea_sinapisG00000011362	atpaf1
leptidea_sinapisG00000007790	myo1b
leptidea_sinapisG00000004380	h2afv
leptidea_sinapisG00000012382	sf1
leptidea_sinapisG00000003672	mats
leptidea_sinapisG00000015380	ndufa4
leptidea_sinapisG00000006645	pdcd6ip
leptidea_sinapisG00000001755	ost-1
leptidea_sinapisG00000003658	-
leptidea_sinapisG00000011118	g3bp2
leptidea_sinapisG00000007474	sqd
leptidea_sinapisG00000008169	cg7708
leptidea_sinapisG00000011171	rrbp1_2
leptidea_sinapisG00000002615	-
leptidea_sinapisG00000007521	cadm4
leptidea_sinapisG00000015362	tret1_53
leptidea_sinapisG00000015589	vldlrldlr
leptidea_sinapisG00000007862	cpij003941
leptidea_sinapisG00000013239	lcp30_2
leptidea_sinapisG00000010082	dm
leptidea_sinapisG00000009467	trit1
leptidea_sinapisG00000008089	tfb1m
leptidea_sinapisG00000004255	fbxo32fbxo25
leptidea_sinapisG00000015003	ilk
leptidea_sinapisG00000010275	-
leptidea_sinapisG00000014320	gcsh
leptidea_sinapisG00000012290	snx14
leptidea_sinapisG00000013643	tbc1d12
leptidea_sinapisG00000000729	rdh11_2
leptidea_sinapisG00000004413	tret1_14
leptidea_sinapisG00000005752	mcoln3
leptidea_sinapisG00000012344	gorab
leptidea_sinapisG00000005515	fam166b
leptidea_sinapisG00000004614	abp1
leptidea_sinapisG00000005661	wbp11
leptidea_sinapisG00000007933	abcg4_4
leptidea_sinapisG00000001777	riok1
leptidea_sinapisG00000010910	csad
leptidea_sinapisG00000007747	-
leptidea_sinapisG00000011913	zfh1
leptidea_sinapisG00000008075	-
leptidea_sinapisG00000007702	ltn1
leptidea_sinapisG00000013800	-
leptidea_sinapisG00000008176	-
leptidea_sinapisG00000000993	tmem138
leptidea_sinapisG00000006581	gabpb2
leptidea_sinapisG00000012696	nkap
leptidea_sinapisG00000011284	-
leptidea_sinapisG00000008102	kif4
leptidea_sinapisG00000003067	-
leptidea_sinapisG00000006435	sas
leptidea_sinapisG00000005580	pcsk2
leptidea_sinapisG00000012230	-
leptidea_sinapisG00000003886	clpp
leptidea_sinapisG00000001087	-
leptidea_sinapisG00000003434	-
leptidea_sinapisG00000003898	fit1
leptidea_sinapisG00000012543	fit1_2
leptidea_sinapisG00000012214	v1g140887
leptidea_sinapisG00000005666	sirt2
leptidea_sinapisG00000008898	rad51
leptidea_sinapisG00000013913	klhl6
leptidea_sinapisG00000013490	pros
leptidea_sinapisG00000008977	fibh
leptidea_sinapisG00000003021	-
leptidea_sinapisG00000001248	-
leptidea_sinapisG00000004014	-
leptidea_sinapisG00000004480	-
leptidea_sinapisG00000001846	-
leptidea_sinapisG00000010463	-
leptidea_sinapisG00000007040	-
leptidea_sinapisG00000013694	-
leptidea_sinapisG00000015294	-
leptidea_sinapisG00000013815	-
leptidea_sinapisG00000011003	-
leptidea_sinapisG00000003777	-
leptidea_sinapisG00000003342	-
leptidea_sinapisG00000003167	-
leptidea_sinapisG00000011970	-
leptidea_sinapisG00000014044	-
leptidea_sinapisG00000010774	-
leptidea_sinapisG00000009037	-
leptidea_sinapisG00000013140	-
leptidea_sinapisG00000005055	-
leptidea_sinapisG00000015119	-
leptidea_sinapisG00000000952	-
leptidea_sinapisG00000014364	-
leptidea_sinapisG00000013517	-
leptidea_sinapisG00000011106	-
leptidea_sinapisG00000008459	-
leptidea_sinapisG00000001600	-
leptidea_sinapisG00000013627	znf778_2
leptidea_sinapisG00000004813	rpl5
leptidea_sinapisG00000001452	agpat1
leptidea_sinapisG00000009247	scyl3
leptidea_sinapisG00000006468	-
leptidea_sinapisG00000013903	tor1b
leptidea_sinapisG00000000383	atg5
leptidea_sinapisG00000012920	cg3527
leptidea_sinapisG00000004347	-
leptidea_sinapisG00000010439	med18
leptidea_sinapisG00000011196	exosc2
leptidea_sinapisG00000001682	chtl-1agap010343slc44a2
leptidea_sinapisG00000014175	-
leptidea_sinapisG00000015541	-
leptidea_sinapisG00000015153	vsx2
leptidea_sinapisG00000001842	mrpl14
leptidea_sinapisG00000014310	canb2
leptidea_sinapisG00000004084	ef1g
leptidea_sinapisG00000012876	stnb
leptidea_sinapisG00000000182	-
leptidea_sinapisG00000010296	-
leptidea_sinapisG00000012438	eag_3
leptidea_sinapisG00000011863	-
leptidea_sinapisG00000008849	atp11b
leptidea_sinapisG00000006239	srm
leptidea_sinapisG00000014093	bab2_3
leptidea_sinapisG00000014900	gtf2e2
leptidea_sinapisG00000013279	hexc_3
leptidea_sinapisG00000001776	b3gat3
leptidea_sinapisG00000009550	-
leptidea_sinapisG00000004731	-
leptidea_sinapisG00000012137	-
leptidea_sinapisG00000015052	-
leptidea_sinapisG00000010240	-
leptidea_sinapisG00000002377	-
leptidea_sinapisG00000008832	-
leptidea_sinapisG00000005584	-
leptidea_sinapisG00000002793	-
leptidea_sinapisG00000009776	-
leptidea_sinapisG00000014265	-
leptidea_sinapisG00000007718	-
leptidea_sinapisG00000015059	ggps1_8
leptidea_sinapisG00000012907	pla1a_3
leptidea_sinapisG00000014345	-
leptidea_sinapisG00000006290	-
leptidea_sinapisG00000009597	-
leptidea_sinapisG00000011965	kmt2e
leptidea_sinapisG00000000124	cg1542
leptidea_sinapisG00000014980	srp72
leptidea_sinapisG00000006596	kif18a
leptidea_sinapisG00000009736	snupn
leptidea_sinapisG00000002753	ints6-a
leptidea_sinapisG00000009557	-
leptidea_sinapisG00000013259	-
leptidea_sinapisG00000006299	stox1
leptidea_sinapisG00000010561	-
leptidea_sinapisG00000008044	-
leptidea_sinapisG00000010770	-
leptidea_sinapisG00000009615	-
leptidea_sinapisG00000014690	-
leptidea_sinapisG00000011876	-
leptidea_sinapisG00000006307	-
leptidea_sinapisG00000013619	-
leptidea_sinapisG00000006267	hspa14
leptidea_sinapisG00000007410	minpp1_3
leptidea_sinapisG00000004876	-
leptidea_sinapisG00000002791	-
leptidea_sinapisG00000009545	bhlhe22
leptidea_sinapisG00000003020	rasl11b
leptidea_sinapisG00000009171	ttpa_4
leptidea_sinapisG00000000687	caz
leptidea_sinapisG00000013657	miro
leptidea_sinapisG00000010386	tmbim6
leptidea_sinapisG00000011301	dus1l
leptidea_sinapisG00000011308	-
leptidea_sinapisG00000015138	-
leptidea_sinapisG00000005277	ube3a
leptidea_sinapisG00000012729	-
leptidea_sinapisG00000014649	-
leptidea_sinapisG00000015386	-
leptidea_sinapisG00000010143	r1a1-element\orf2
leptidea_sinapisG00000006907	egt_8
leptidea_sinapisG00000004867	-
leptidea_sinapisG00000005685	l_2
leptidea_sinapisG00000012607	l_3
leptidea_sinapisG00000003014	l
leptidea_sinapisG00000007544	-
leptidea_sinapisG00000008622	capn7_2
leptidea_sinapisG00000008698	cdgapr
leptidea_sinapisG00000014613	cp14.6_2
leptidea_sinapisG00000008032	-
leptidea_sinapisG00000010597	-
leptidea_sinapisG00000012895	ahsa1
leptidea_sinapisG00000002827	acadsb
leptidea_sinapisG00000013955	srrd
leptidea_sinapisG00000010441	dscam2_6
leptidea_sinapisG00000002763	atp6v0a1
leptidea_sinapisG00000009350	tmem161b
leptidea_sinapisG00000011479	hsp7d
leptidea_sinapisG00000006924	-
leptidea_sinapisG00000011186	gins3
leptidea_sinapisG00000012234	cdk5
leptidea_sinapisG00000010570	fkbp8
leptidea_sinapisG00000008177	pigg
leptidea_sinapisG00000012355	l(2)efl_12
leptidea_sinapisG00000002382	cg5270
leptidea_sinapisG00000010522	srp14
leptidea_sinapisG00000015428	marc1
leptidea_sinapisG00000001086	pola2
leptidea_sinapisG00000012924	trappc6b
leptidea_sinapisG00000005000	calm_3
leptidea_sinapisG00000013762	-
leptidea_sinapisG00000008361	-
leptidea_sinapisG00000012688	ubxn6_2
leptidea_sinapisG00000011261	smc4
leptidea_sinapisG00000012913	prpf38a
leptidea_sinapisG00000004075	-
leptidea_sinapisG00000010649	mon1a
leptidea_sinapisG00000004797	-
leptidea_sinapisG00000011787	-
leptidea_sinapisG00000002268	rn
leptidea_sinapisG00000006743	cher
leptidea_sinapisG00000012614	magi2
leptidea_sinapisG00000009612	tryp2tryp7
leptidea_sinapisG00000009269	wnk3
leptidea_sinapisG00000009119	gld_21
leptidea_sinapisG00000001265	tbc1d23
leptidea_sinapisG00000009200	at5g41760
leptidea_sinapisG00000015387	prkab1
leptidea_sinapisG00000013554	slc36a4
leptidea_sinapisG00000001453	ac76e_2
leptidea_sinapisG00000001363	eg
leptidea_sinapisG00000014480	rpp202
leptidea_sinapisG00000003340	sr2a
leptidea_sinapisG00000008128	col15a1_2
leptidea_sinapisG00000005040	mcpi
leptidea_sinapisG00000007325	-
leptidea_sinapisG00000002673	mcpiibd3
leptidea_sinapisG00000000125	-
leptidea_sinapisG00000007117	fuctc_5
leptidea_sinapisG00000001404	tcp11l1
leptidea_sinapisG00000005108	paf1
leptidea_sinapisG00000011214	nap1l4
leptidea_sinapisG00000013434	-
leptidea_sinapisG00000015058	cpsf5
leptidea_sinapisG00000002091	-
leptidea_sinapisG00000009874	znf782_2
leptidea_sinapisG00000013535	znf112_2
leptidea_sinapisG00000013885	ovol1_2
leptidea_sinapisG00000010169	ovol1
leptidea_sinapisG00000004727	-
leptidea_sinapisG00000007750	-
leptidea_sinapisG00000000254	-
leptidea_sinapisG00000005606	-
leptidea_sinapisG00000007580	-
leptidea_sinapisG00000012685	-
leptidea_sinapisG00000004160	-
leptidea_sinapisG00000004711	-
leptidea_sinapisG00000001503	-
leptidea_sinapisG00000013882	-
leptidea_sinapisG00000015524	-
leptidea_sinapisG00000008590	-
leptidea_sinapisG00000012221	-
leptidea_sinapisG00000012773	dop2r_3
leptidea_sinapisG00000014862	bbx
leptidea_sinapisG00000008709	anapc1
leptidea_sinapisG00000008806	ctr
leptidea_sinapisG00000007005	ctr1_2
leptidea_sinapisG00000000566	dok7
leptidea_sinapisG00000006504	shaw_2
leptidea_sinapisG00000009276	-
leptidea_sinapisG00000003847	shaw
leptidea_sinapisG00000000564	-
leptidea_sinapisG00000008274	-
leptidea_sinapisG00000014624	-
leptidea_sinapisG00000014927	-
leptidea_sinapisG00000012915	-
leptidea_sinapisG00000010558	-
leptidea_sinapisG00000014995	-
leptidea_sinapisG00000014811	eif3-s8_2
leptidea_sinapisG00000006695	wdfy3_3
leptidea_sinapisG00000007613	abcb8
leptidea_sinapisG00000007549	octbeta2r
leptidea_sinapisG00000003109	slc5a6
leptidea_sinapisG00000009924	dock2
leptidea_sinapisG00000005699	-
leptidea_sinapisG00000007238	-
leptidea_sinapisG00000007546	-
leptidea_sinapisG00000013888	-
leptidea_sinapisG00000001874	-
leptidea_sinapisG00000011307	-
leptidea_sinapisG00000014813	-
leptidea_sinapisG00000013666	-
leptidea_sinapisG00000001920	-
leptidea_sinapisG00000000210	-
leptidea_sinapisG00000000847	-
leptidea_sinapisG00000001580	-
leptidea_sinapisG00000010511	-
leptidea_sinapisG00000005407	-
leptidea_sinapisG00000002908	-
leptidea_sinapisG00000014990	-
leptidea_sinapisG00000012802	-
leptidea_sinapisG00000000253	-
leptidea_sinapisG00000004341	-
leptidea_sinapisG00000010997	-
leptidea_sinapisG00000002023	-
leptidea_sinapisG00000005796	-
leptidea_sinapisG00000007071	vta1
leptidea_sinapisG00000014502	polg
leptidea_sinapisG00000015067	parpparp1
leptidea_sinapisG00000003302	parp
leptidea_sinapisG00000003572	parp1
leptidea_sinapisG00000012229	smsr
leptidea_sinapisG00000008509	sh3beta
leptidea_sinapisG00000006476	-
leptidea_sinapisG00000007004	gopc_2
leptidea_sinapisG00000006640	-
leptidea_sinapisG00000001772	gopc
leptidea_sinapisG00000014567	rheb
leptidea_sinapisG00000007285	-
leptidea_sinapisG00000000494	-
leptidea_sinapisG00000000496	-
leptidea_sinapisG00000005866	ipo13
leptidea_sinapisG00000000201	pont
leptidea_sinapisG00000001773	pnliprp1_2
leptidea_sinapisG00000007643	-
leptidea_sinapisG00000013912	nuak1
leptidea_sinapisG00000011948	-
leptidea_sinapisG00000001728	dpp3dppiii
leptidea_sinapisG00000010917	arhgap39
leptidea_sinapisG00000006301	-
leptidea_sinapisG00000006062	cuo6_3
leptidea_sinapisG00000003201	-
leptidea_sinapisG00000000348	-
leptidea_sinapisG00000009354	sec8
leptidea_sinapisG00000001751	nsmce2
leptidea_sinapisG00000005196	-
leptidea_sinapisG00000007752	impi
leptidea_sinapisG00000003848	dars2
leptidea_sinapisG00000014539	-
leptidea_sinapisG00000002265	-
leptidea_sinapisG00000005548	zk1073.1
leptidea_sinapisG00000007811	updo
leptidea_sinapisG00000011295	cops3
leptidea_sinapisG00000013759	rwdd2a
leptidea_sinapisG00000010819	anapc4
leptidea_sinapisG00000000562	-
leptidea_sinapisG00000009613	alg8
leptidea_sinapisG00000004179	sema-2a
leptidea_sinapisG00000014857	-
leptidea_sinapisG00000006591	lcp2
leptidea_sinapisG00000005312	cg5181
leptidea_sinapisG00000005030	rae1
leptidea_sinapisG00000014056	ndufb3
leptidea_sinapisG00000000793	lrp1b
leptidea_sinapisG00000000557	lrp1_2
leptidea_sinapisG00000013011	lrp1_5
leptidea_sinapisG00000014715	dna-ligi
leptidea_sinapisG00000003662	papd5
leptidea_sinapisG00000005158	-
leptidea_sinapisG00000000698	-
leptidea_sinapisG00000011751	-
leptidea_sinapisG00000010810	hlhmgamma
leptidea_sinapisG00000008348	e(spl)m3-hlh
leptidea_sinapisG00000000467	-
leptidea_sinapisG00000007028	malpha
leptidea_sinapisG00000005822	-
leptidea_sinapisG00000005264	e(spl)mbeta-hlh
leptidea_sinapisG00000009660	ddx46
leptidea_sinapisG00000015390	-
leptidea_sinapisG00000005714	zc3h12c
leptidea_sinapisG00000000353	-
leptidea_sinapisG00000007491	utp14b
leptidea_sinapisG00000004914	lsm3
leptidea_sinapisG00000014740	-
leptidea_sinapisG00000013250	prpf6
leptidea_sinapisG00000004661	cep162
leptidea_sinapisG00000004666	cbpb
leptidea_sinapisG00000005553	-
leptidea_sinapisG00000008350	lz_2
leptidea_sinapisG00000000073	lz
leptidea_sinapisG00000001620	run
leptidea_sinapisG00000008706	htra2
leptidea_sinapisG00000003454	nagk
leptidea_sinapisG00000001791	oamb
leptidea_sinapisG00000005002	tret1_17
leptidea_sinapisG00000003593	-
leptidea_sinapisG00000010183	-
leptidea_sinapisG00000005807	-
leptidea_sinapisG00000002817	-
leptidea_sinapisG00000014833	-
leptidea_sinapisG00000004114	-
leptidea_sinapisG00000007553	mlr
leptidea_sinapisG00000012885	-
leptidea_sinapisG00000006374	d6wsu163e
leptidea_sinapisG00000008041	-
leptidea_sinapisG00000010985	-
leptidea_sinapisG00000005650	nlp
leptidea_sinapisG00000009074	-
leptidea_sinapisG00000003517	-
leptidea_sinapisG00000006050	trbd
leptidea_sinapisG00000009353	trbd_2
leptidea_sinapisG00000012070	trbd_3
leptidea_sinapisG00000003312	rac1
leptidea_sinapisG00000001835	dpyd
leptidea_sinapisG00000000864	fut10
leptidea_sinapisG00000000643	-
leptidea_sinapisG00000005947	polr3e
leptidea_sinapisG00000013307	minpp1_5
leptidea_sinapisG00000015537	slc26a11_10
leptidea_sinapisG00000006711	ccdc137
leptidea_sinapisG00000009140	wipi2
leptidea_sinapisG00000013370	npl4
leptidea_sinapisG00000009656	-
leptidea_sinapisG00000004047	desi1
leptidea_sinapisG00000000434	slc26a11_2
leptidea_sinapisG00000002960	prom1a
leptidea_sinapisG00000007502	-
leptidea_sinapisG00000007016	slc26a11_8
leptidea_sinapisG00000008762	-
leptidea_sinapisG00000008866	elf3
leptidea_sinapisG00000013288	cyp9f2cyp9e2
leptidea_sinapisG00000001482	hpgd_4
leptidea_sinapisG00000007957	chit
leptidea_sinapisG00000014194	plekha7
leptidea_sinapisG00000004188	ial_2
leptidea_sinapisG00000005487	cmc2
leptidea_sinapisG00000001646	srl
leptidea_sinapisG00000010196	rpii18
leptidea_sinapisG00000015462	pudp_2
leptidea_sinapisG00000013917	pudp
leptidea_sinapisG00000003744	shd
leptidea_sinapisG00000001784	hyi
leptidea_sinapisG00000002238	ial
leptidea_sinapisG00000008750	amt
leptidea_sinapisG00000008478	-
leptidea_sinapisG00000005798	rps27
leptidea_sinapisG00000001721	anon-84ea
leptidea_sinapisG00000011170	-
leptidea_sinapisG00000000766	rnf165
leptidea_sinapisG00000014024	-
leptidea_sinapisG00000002373	-
leptidea_sinapisG00000011625	b0303.7
leptidea_sinapisG00000013254	-
leptidea_sinapisG00000011448	dlc90f
leptidea_sinapisG00000010539	cic
leptidea_sinapisG00000004071	atp5s_2
leptidea_sinapisG00000015364	spon1_3
leptidea_sinapisG00000006944	mrpl35
leptidea_sinapisG00000001347	mitofilin
leptidea_sinapisG00000013824	d11ds
leptidea_sinapisG00000014577	mitofilin_2
leptidea_sinapisG00000015549	d11ds_4
leptidea_sinapisG00000011262	fat-7
leptidea_sinapisG00000002652	-
leptidea_sinapisG00000014116	d11ds_3
leptidea_sinapisG00000003708	cyp313a1
leptidea_sinapisG00000004814	pde6
leptidea_sinapisG00000005144	-
leptidea_sinapisG00000006599	golga7
leptidea_sinapisG00000009180	-
leptidea_sinapisG00000003291	-
leptidea_sinapisG00000010109	-
leptidea_sinapisG00000003052	-
leptidea_sinapisG00000013437	-
leptidea_sinapisG00000004116	-
leptidea_sinapisG00000010024	-
leptidea_sinapisG00000011656	-
leptidea_sinapisG00000013508	-
leptidea_sinapisG00000001059	slc27a2
leptidea_sinapisG00000005535	-
leptidea_sinapisG00000004747	slc27a1_2
leptidea_sinapisG00000010115	c05d11.1
leptidea_sinapisG00000014679	usp
leptidea_sinapisG00000003197	zw
leptidea_sinapisG00000007001	rb1cc1
leptidea_sinapisG00000014872	gcm
leptidea_sinapisG00000010320	dpp6dpp10
leptidea_sinapisG00000007342	vddp4
leptidea_sinapisG00000014597	vddp4_3
leptidea_sinapisG00000005431	acin1
leptidea_sinapisG00000002510	ccnyl1
leptidea_sinapisG00000011022	malsu1
leptidea_sinapisG00000013688	-
leptidea_sinapisG00000009566	ror
leptidea_sinapisG00000004888	dock9
leptidea_sinapisG00000013616	acph1
leptidea_sinapisG00000012129	acppacph1
leptidea_sinapisG00000007943	ppm1l
leptidea_sinapisG00000011526	atg4b
leptidea_sinapisG00000002546	tfiis
leptidea_sinapisG00000013792	znf808
leptidea_sinapisG00000006414	cbx5_2
leptidea_sinapisG00000006392	dock7
leptidea_sinapisG00000010403	dock7_2
leptidea_sinapisG00000009128	eif2ak1
leptidea_sinapisG00000014673	ints9
leptidea_sinapisG00000011607	cyt-b5_3
leptidea_sinapisG00000001158	cyt-b5
leptidea_sinapisG00000009189	smyd3
leptidea_sinapisG00000008336	ca131
leptidea_sinapisG00000001802	-
leptidea_sinapisG00000000466	elp3cg18335
leptidea_sinapisG00000006558	kyat3
leptidea_sinapisG00000012248	cpg-2_2
leptidea_sinapisG00000006916	nachralpha2
leptidea_sinapisG00000001560	-
leptidea_sinapisG00000015596	-
leptidea_sinapisG00000008337	-
leptidea_sinapisG00000005132	-
leptidea_sinapisG00000004475	bab1_3
leptidea_sinapisG00000002013	psmd13rpn9a
leptidea_sinapisG00000011210	cep97
leptidea_sinapisG00000000969	cg12006
leptidea_sinapisG00000014106	-
leptidea_sinapisG00000008118	zw10
leptidea_sinapisG00000006756	cg4646
leptidea_sinapisG00000003575	atxn10
leptidea_sinapisG00000007681	sh3rf1
leptidea_sinapisG00000001870	-
leptidea_sinapisG00000002649	-
leptidea_sinapisG00000002581	nup58
leptidea_sinapisG00000008767	-
leptidea_sinapisG00000013187	acy1a
leptidea_sinapisG00000004587	mrpl4
leptidea_sinapisG00000004500	-
leptidea_sinapisG00000010362	-
leptidea_sinapisG00000000838	-
leptidea_sinapisG00000006948	-
leptidea_sinapisG00000001857	fut8
leptidea_sinapisG00000002490	mael
